record_id,crop_name,layer_number,depth_start_cm,depth_end_cm,ph,ec_ds_m,organic_carbon_pct,available_n_kg_ha,available_p_kg_ha,available_k_kg_ha,sulphur_ppm,zinc_ppm,iron_ppm,soil_texture,n_status,p_status,k_status,n_requirement_kg_acre,p_requirement_kg_acre,k_requirement_kg_acre,rec_urea_kg_acre,rec_dap_kg_acre,rec_mop_kg_acre,rec_ssp_kg_acre,rec_zinc_sulphate_kg_acre,rec_gypsum_kg_acre,priority_nutrient,caution_flag,provenance_source,provenance_citation
SOIL_REC_01343,Sesame,2,15,30,7.38,2.45,0.56,166.8,32.2,266.4,11.6,1.3,6.45,Black soil,Low,High,Medium,20.0,0.0,10.0,43.5,0.0,20.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01344,Sesame,3,30,60,6.87,0.92,0.5,264.2,13.3,153.0,21.5,0.83,9.11,Black soil,Low,Medium,Medium,20.0,10.0,10.0,35.0,21.7,16.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01345,Sesame,1,0,15,5.93,1.99,0.22,177.2,12.7,374.8,5.9,1.06,4.09,Black soil,Low,Medium,High,20.0,10.0,0.0,43.5,0.0,0.0,62.5,0.0,0.0,Nitrogen,ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01346,Sesame,2,15,30,7.94,2.68,0.62,350.6,13.5,144.8,28.0,0.62,9.73,Black soil,Medium,Medium,Low,16.0,10.0,12.5,26.3,21.7,25.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01347,Sesame,3,30,60,6.8,2.5,0.17,81.6,20.8,81.1,18.5,0.26,7.05,Black soil,Low,Medium,Low,20.0,10.0,12.5,35.0,21.7,25.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01348,Sesame,1,0,15,6.25,2.37,0.33,501.3,39.9,177.0,21.2,0.9,3.86,Sandy loam,Medium,High,Medium,16.0,0.0,10.0,34.8,0.0,20.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01349,Sesame,2,15,30,7.47,0.31,0.78,377.5,10.5,124.3,12.9,1.11,11.51,Sandy loam,Medium,Medium,Low,16.0,10.0,12.5,26.3,21.7,20.8,0.0,0.0,0.0,Potassium,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01350,Sesame,3,30,60,6.63,2.67,0.51,147.5,7.2,160.9,15.0,0.44,5.27,Sandy loam,Low,Low,Medium,20.0,13.0,10.0,32.4,28.3,20.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01351,Cotton,1,0,15,6.24,1.83,0.47,480.6,7.1,248.6,27.6,1.16,5.23,Sandy loam,Medium,Low,Medium,48.0,31.2,24.0,77.8,67.8,40.0,0.0,0.0,0.0,Phosphorus,ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01352,Cotton,2,15,30,6.03,1.62,0.34,131.8,6.6,207.4,4.5,1.35,9.38,Sandy loam,Low,Low,Medium,60.0,31.2,24.0,130.4,0.0,40.0,195.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01353,Cotton,3,30,60,6.56,0.3,0.5,231.1,3.1,45.6,5.6,0.82,7.89,Sandy loam,Low,Low,Low,60.0,31.2,30.0,103.9,67.8,50.0,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01354,Cotton,1,0,15,8.02,0.29,0.67,129.9,40.6,261.5,20.0,0.82,9.01,Loam,Low,High,Medium,60.0,0.0,24.0,130.4,0.0,40.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01355,Cotton,2,15,30,6.78,2.57,0.28,274.0,12.4,332.1,21.8,0.97,11.04,Loam,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01356,Cotton,3,30,60,7.0,2.49,0.18,131.7,18.4,218.3,14.9,0.61,4.02,Loam,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01357,Cotton,1,0,15,5.57,2.29,0.29,350.0,35.8,284.9,10.4,0.84,10.48,Red soil,Medium,High,Medium,48.0,0.0,24.0,104.3,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01358,Cotton,2,15,30,6.66,2.65,0.41,246.6,27.6,187.4,14.9,0.78,5.6,Red soil,Low,High,Medium,60.0,0.0,24.0,130.4,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01359,Cotton,3,30,60,6.82,2.08,0.17,114.2,7.0,80.0,28.5,1.25,8.38,Red soil,Low,Low,Low,60.0,31.2,30.0,103.9,67.8,60.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01360,Cotton,1,0,15,7.31,2.19,0.54,442.0,15.0,140.9,7.0,1.24,5.35,Black soil,Medium,Medium,Low,48.0,24.0,30.0,83.9,52.2,60.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01361,Cotton,2,15,30,8.25,2.21,0.56,109.1,11.3,216.5,8.4,0.81,7.42,Black soil,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01362,Cotton,3,30,60,6.1,1.35,0.4,156.5,17.0,94.2,24.9,1.1,3.98,Black soil,Low,Medium,Low,60.0,24.0,30.0,130.4,0.0,50.0,150.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01363,Cotton,1,0,15,7.4,2.28,0.29,278.2,16.3,355.8,25.4,0.98,8.3,Black soil,Low,Medium,High,60.0,24.0,0.0,110.0,52.2,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01364,Cotton,2,15,30,8.02,1.58,0.56,103.2,7.6,85.1,4.6,1.67,10.76,Black soil,Low,Low,Low,60.0,31.2,30.0,103.9,67.8,50.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01365,Cotton,3,30,60,6.59,0.43,0.52,149.2,18.6,217.4,12.6,0.31,8.42,Black soil,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01366,Cotton,1,0,15,7.43,2.35,0.6,471.8,18.2,126.5,19.7,1.64,3.94,Clay loam,Medium,Medium,Low,48.0,24.0,30.0,83.9,52.2,60.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01367,Cotton,2,15,30,6.87,1.58,0.55,149.4,21.9,194.3,31.5,1.3,11.08,Clay loam,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01368,Cotton,3,30,60,8.72,1.93,0.14,171.2,18.9,69.4,14.7,0.81,4.12,Clay loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01369,Cotton,1,0,15,7.43,2.77,0.49,340.5,30.0,251.0,4.6,0.99,8.88,Sandy loam,Medium,High,Medium,48.0,0.0,24.0,104.3,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01370,Cotton,2,15,30,6.63,1.08,0.17,228.7,10.1,236.0,23.0,1.67,3.55,Sandy loam,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01371,Cotton,3,30,60,8.59,2.7,0.17,218.6,9.1,187.7,26.0,0.77,11.84,Sandy loam,Low,Low,Medium,60.0,31.2,24.0,103.9,67.8,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01372,Cotton,1,0,15,5.55,2.52,0.55,204.5,41.8,159.1,11.8,1.03,11.2,Black soil,Low,High,Medium,60.0,0.0,24.0,130.4,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01373,Cotton,2,15,30,7.12,2.56,0.15,179.6,14.2,188.7,16.1,0.26,9.62,Black soil,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,48.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01374,Cotton,3,30,60,8.01,1.39,0.11,197.8,5.7,221.1,21.5,1.38,2.68,Black soil,Low,Low,Medium,60.0,31.2,24.0,103.9,67.8,40.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01375,Cotton,1,0,15,6.16,1.42,0.52,467.6,17.4,225.1,14.3,1.02,11.94,Black soil,Medium,Medium,Medium,48.0,24.0,24.0,104.3,0.0,40.0,150.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01376,Cotton,2,15,30,6.9,2.04,0.21,219.8,12.7,119.6,11.9,0.33,6.77,Black soil,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,60.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01377,Cotton,3,30,60,7.72,2.29,0.51,275.4,21.8,49.1,7.6,1.42,4.81,Black soil,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,60.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01378,Cotton,1,0,15,6.73,0.6,0.91,509.4,42.3,93.5,4.4,1.49,10.77,Loam,Medium,High,Low,43.2,0.0,30.0,93.9,0.0,50.0,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01379,Cotton,2,15,30,7.54,0.61,0.56,416.8,19.0,303.3,26.0,0.37,3.66,Loam,Medium,Medium,Medium,48.0,24.0,24.0,83.9,52.2,40.0,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01380,Cotton,3,30,60,7.82,0.72,0.43,80.3,4.9,216.3,4.1,1.47,4.71,Loam,Low,Low,Medium,60.0,31.2,24.0,103.9,67.8,40.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01381,Cotton,1,0,15,7.87,1.21,0.74,216.3,40.3,345.0,17.9,1.33,6.96,Sandy loam,Low,High,High,60.0,0.0,0.0,130.4,0.0,0.0,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01382,Cotton,2,15,30,7.91,1.74,0.73,255.9,20.5,89.0,31.3,0.62,10.84,Sandy loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01383,Cotton,3,30,60,7.4,0.69,0.13,250.4,7.0,197.8,25.2,0.56,6.25,Sandy loam,Low,Low,Medium,60.0,31.2,24.0,103.9,67.8,40.0,0.0,10.0,0.0,Zinc,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01384,Cotton,1,0,15,6.48,1.27,0.76,229.1,16.5,214.1,10.7,0.21,10.96,Alluvial,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01385,Cotton,2,15,30,7.76,0.93,0.23,113.1,20.1,311.2,5.7,1.41,6.59,Alluvial,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01386,Cotton,3,30,60,7.72,2.54,0.29,304.3,17.2,102.3,25.6,1.66,9.13,Alluvial,Medium,Medium,Low,48.0,24.0,30.0,83.9,52.2,60.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01387,Cotton,1,0,15,7.74,0.37,0.4,539.9,24.9,357.2,17.5,1.0,9.75,Alluvial,Medium,Medium,High,48.0,24.0,0.0,83.9,52.2,0.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01388,Cotton,2,15,30,6.53,2.8,0.25,310.2,5.8,162.8,17.0,0.94,11.27,Alluvial,Medium,Low,Medium,48.0,31.2,24.0,77.8,67.8,48.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01389,Cotton,3,30,60,8.29,2.73,0.3,284.8,12.5,70.6,25.0,0.87,2.73,Alluvial,Medium,Medium,Low,48.0,24.0,30.0,83.9,52.2,60.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01390,Cotton,1,0,15,8.1,1.19,0.98,194.7,21.4,246.4,26.9,1.65,3.93,Loam,Low,Medium,Medium,55.2,24.0,24.0,99.6,52.2,40.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01391,Cotton,2,15,30,8.62,0.76,0.12,267.1,13.0,120.9,17.9,0.45,10.38,Loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01392,Cotton,3,30,60,8.32,0.92,0.17,211.7,13.5,123.3,27.8,0.98,8.82,Loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01393,Cotton,1,0,15,8.67,0.37,0.46,358.4,18.2,174.7,30.4,1.49,6.46,Clay loam,Medium,Medium,Medium,48.0,24.0,24.0,83.9,52.2,40.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01394,Cotton,2,15,30,5.54,1.0,0.23,326.4,26.0,183.3,7.4,0.41,5.18,Clay loam,Medium,High,Medium,48.0,0.0,24.0,104.3,0.0,40.0,0.0,10.0,0.0,Zinc,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01395,Cotton,3,30,60,7.89,2.3,0.49,152.4,23.4,56.4,16.5,0.87,4.49,Clay loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,60.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01396,Cotton,1,0,15,7.77,2.57,1.01,436.9,43.9,261.4,11.9,0.75,10.04,Clay loam,Medium,High,Medium,43.2,0.0,24.0,93.9,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01397,Cotton,2,15,30,7.8,2.54,0.8,383.1,22.5,313.6,23.8,1.18,10.23,Clay loam,Medium,Medium,Medium,48.0,24.0,24.0,83.9,52.2,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01398,Cotton,3,30,60,6.32,1.66,0.5,138.4,21.5,114.1,8.2,0.71,7.53,Clay loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01399,Cotton,1,0,15,7.49,2.52,1.06,253.0,24.9,369.9,26.2,0.64,3.86,Black soil,Low,Medium,High,55.2,24.0,0.0,99.6,52.2,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01400,Cotton,2,15,30,8.3,0.35,0.29,327.4,14.8,290.2,17.5,0.43,5.09,Black soil,Medium,Medium,Medium,48.0,24.0,24.0,83.9,52.2,40.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01401,Cotton,3,30,60,6.56,2.76,0.36,194.1,20.3,161.3,30.8,1.16,3.64,Black soil,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01402,Cotton,1,0,15,5.7,2.5,0.65,372.1,16.4,225.4,23.6,1.56,5.33,Red soil,Medium,Medium,Medium,48.0,24.0,24.0,104.3,0.0,48.0,150.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01403,Cotton,2,15,30,6.17,0.97,0.13,331.5,17.8,167.0,25.7,1.79,6.74,Red soil,Medium,Medium,Medium,48.0,24.0,24.0,104.3,0.0,40.0,150.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01404,Cotton,3,30,60,6.76,0.61,0.29,138.5,22.7,127.1,9.5,1.17,5.21,Red soil,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01405,Cotton,1,0,15,5.92,2.69,0.27,553.9,29.2,222.8,12.8,1.35,7.73,Alluvial,Medium,High,Medium,48.0,0.0,24.0,104.3,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01406,Cotton,2,15,30,7.58,1.88,0.39,212.5,30.8,76.8,11.9,1.1,7.9,Alluvial,Low,High,Low,60.0,0.0,30.0,130.4,0.0,50.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01407,Cotton,3,30,60,8.41,0.35,0.42,93.0,4.3,57.2,8.2,1.04,11.43,Alluvial,Low,Low,Low,60.0,31.2,30.0,103.9,67.8,50.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
