weather_id,region_id,date,temp_min_c,temp_max_c,rainfall_mm,humidity_pct,wind_speed_kmph,forecast_type,source,data_origin
WX001340,REG015,2026-08-19,21.2,27.4,10.3,85.4,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001341,REG015,2026-08-20,19.5,31.7,3.0,80.0,8.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001342,REG015,2026-08-21,20.8,34.3,8.2,75.5,5.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001343,REG015,2026-08-22,21.9,33.7,5.1,75.2,12.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001344,REG015,2026-08-23,22.1,32.8,0.9,84.2,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001345,REG015,2026-08-24,18.4,30.8,5.4,78.4,8.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001346,REG015,2026-08-25,18.3,31.7,5.6,76.9,14.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001347,REG015,2026-08-26,21.4,30.6,4.2,76.2,11.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001348,REG015,2026-08-27,20.3,32.7,8.9,81.7,15.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001349,REG015,2026-08-28,21.9,34.4,0.4,81.3,15.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001350,REG015,2026-08-29,22.0,30.3,6.0,90.5,9.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001351,REG016,2026-06-01,19.0,31.0,4.6,77.2,6.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001352,REG016,2026-06-02,20.6,33.0,3.9,89.4,9.3,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001353,REG016,2026-06-03,25.0,32.2,12.8,82.0,8.4,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001354,REG016,2026-06-04,20.8,33.8,13.4,77.5,11.3,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001355,REG016,2026-06-05,20.3,32.3,19.6,79.7,13.5,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001356,REG016,2026-06-06,22.6,32.4,5.5,79.3,13.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001357,REG016,2026-06-07,23.6,34.6,12.9,81.6,6.9,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001358,REG016,2026-06-08,24.7,32.3,6.1,79.1,8.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001359,REG016,2026-06-09,21.5,33.6,17.2,79.2,7.7,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001360,REG016,2026-06-10,22.4,34.8,7.6,78.1,11.3,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001361,REG016,2026-06-11,20.6,32.0,13.7,79.9,14.2,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001362,REG016,2026-06-12,19.9,32.4,4.0,81.6,5.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001363,REG016,2026-06-13,21.2,35.7,11.5,83.5,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001364,REG016,2026-06-14,22.5,31.7,16.2,86.7,6.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001365,REG016,2026-06-15,22.1,30.9,9.3,80.1,9.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001366,REG016,2026-06-16,23.6,34.6,1.4,79.0,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001367,REG016,2026-06-17,21.2,34.7,10.4,74.4,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001368,REG016,2026-06-18,22.2,33.9,3.2,81.4,3.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001369,REG016,2026-06-19,20.1,33.4,6.3,84.8,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001370,REG016,2026-06-20,20.3,31.5,14.2,86.0,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001371,REG016,2026-06-21,21.5,34.9,4.0,65.5,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001372,REG016,2026-06-22,20.1,31.5,8.5,77.8,13.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001373,REG016,2026-06-23,20.8,35.4,8.9,84.4,8.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001374,REG016,2026-06-24,18.1,34.3,20.4,77.7,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001375,REG016,2026-06-25,23.2,37.2,3.2,77.5,7.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001376,REG016,2026-06-26,22.6,34.6,20.1,77.0,7.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001377,REG016,2026-06-27,22.2,32.5,12.9,82.5,10.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001378,REG016,2026-06-28,20.6,31.7,2.5,82.4,6.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001379,REG016,2026-06-29,19.0,33.3,12.3,75.9,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001380,REG016,2026-06-30,22.0,35.6,10.6,80.3,11.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001381,REG016,2026-07-01,23.6,35.8,22.5,79.5,9.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001382,REG016,2026-07-02,19.7,35.0,12.4,83.4,8.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001383,REG016,2026-07-03,23.2,34.7,6.2,76.6,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001384,REG016,2026-07-04,19.7,36.3,8.7,80.0,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001385,REG016,2026-07-05,22.0,33.8,2.4,82.6,6.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001386,REG016,2026-07-06,18.1,34.8,9.8,73.3,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001387,REG016,2026-07-07,21.9,31.3,16.3,87.5,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001388,REG016,2026-07-08,19.9,34.2,2.7,75.5,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001389,REG016,2026-07-09,22.1,33.8,2.0,77.5,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001390,REG016,2026-07-10,20.8,33.2,6.8,82.6,7.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001391,REG016,2026-07-11,21.7,35.9,4.9,75.1,12.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001392,REG016,2026-07-12,20.8,32.3,2.6,85.0,16.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001393,REG016,2026-07-13,22.1,34.3,6.1,84.0,7.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001394,REG016,2026-07-14,22.3,34.4,4.5,80.8,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001395,REG016,2026-07-15,23.7,31.8,7.1,75.1,8.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001396,REG016,2026-07-16,21.9,35.4,5.7,75.5,9.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001397,REG016,2026-07-17,24.5,34.0,9.7,78.4,12.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001398,REG016,2026-07-18,20.9,33.7,2.2,80.4,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001399,REG016,2026-07-19,20.8,33.9,1.8,71.9,12.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001400,REG016,2026-07-20,22.9,31.3,2.5,78.9,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001401,REG016,2026-07-21,19.0,34.4,5.2,79.9,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001402,REG016,2026-07-22,20.7,32.8,3.7,74.3,13.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001403,REG016,2026-07-23,20.1,30.8,9.2,77.9,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001404,REG016,2026-07-24,22.6,32.2,5.2,82.1,13.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001405,REG016,2026-07-25,19.9,32.5,4.7,80.8,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001406,REG016,2026-07-26,20.0,36.5,2.5,83.7,4.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001407,REG016,2026-07-27,23.0,35.8,2.4,83.8,17.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001408,REG016,2026-07-28,20.9,33.8,1.9,86.4,9.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001409,REG016,2026-07-29,21.7,32.2,9.7,77.5,7.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001410,REG016,2026-07-30,19.0,34.3,2.5,77.6,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001411,REG016,2026-07-31,24.5,34.8,3.8,79.7,13.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001412,REG016,2026-08-01,24.3,33.1,5.1,79.7,16.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001413,REG016,2026-08-02,23.1,33.1,20.1,84.4,5.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001414,REG016,2026-08-03,21.7,34.5,1.7,78.8,8.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001415,REG016,2026-08-04,19.9,32.1,2.8,82.9,6.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001416,REG016,2026-08-05,22.1,34.9,1.9,78.1,8.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001417,REG016,2026-08-06,22.7,30.3,7.1,74.2,14.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001418,REG016,2026-08-07,23.3,33.0,3.6,82.6,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001419,REG016,2026-08-08,21.4,34.9,16.2,85.7,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001420,REG016,2026-08-09,21.1,31.9,6.9,79.4,6.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001421,REG016,2026-08-10,21.5,34.5,3.9,82.2,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001422,REG016,2026-08-11,22.2,32.7,3.6,76.2,10.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001423,REG016,2026-08-12,21.6,33.5,2.0,82.9,8.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001424,REG016,2026-08-13,22.2,33.8,12.7,79.7,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001425,REG016,2026-08-14,21.1,34.5,19.7,83.1,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001426,REG016,2026-08-15,22.5,35.0,12.0,77.0,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001427,REG016,2026-08-16,20.6,34.9,12.0,89.5,7.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001428,REG016,2026-08-17,22.1,32.8,1.4,89.1,8.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001429,REG016,2026-08-18,21.0,32.7,6.3,75.3,5.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001430,REG016,2026-08-19,22.4,35.3,8.6,74.5,13.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001431,REG016,2026-08-20,20.0,33.9,5.3,79.5,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001432,REG016,2026-08-21,22.1,35.8,1.4,75.3,6.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001433,REG016,2026-08-22,19.7,36.7,2.0,77.2,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001434,REG016,2026-08-23,20.1,33.1,2.1,87.2,9.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001435,REG016,2026-08-24,22.4,33.3,17.3,73.7,8.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001436,REG016,2026-08-25,17.1,28.6,5.5,75.7,11.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001437,REG016,2026-08-26,21.1,34.7,4.6,72.9,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001438,REG016,2026-08-27,23.0,30.9,2.6,78.9,4.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001439,REG016,2026-08-28,21.8,34.6,5.5,76.8,7.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001440,REG016,2026-08-29,22.7,36.4,17.0,81.3,11.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001441,REG017,2026-06-01,21.2,36.8,10.7,86.6,6.9,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001442,REG017,2026-06-02,22.1,33.7,9.2,77.1,8.0,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001443,REG017,2026-06-03,21.5,33.3,8.7,73.7,8.2,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001444,REG017,2026-06-04,22.5,33.9,8.9,84.8,10.9,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001445,REG017,2026-06-05,21.2,32.9,10.2,77.4,11.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001446,REG017,2026-06-06,23.0,34.5,21.7,84.4,21.0,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001447,REG017,2026-06-07,20.1,34.2,34.2,79.0,10.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001448,REG017,2026-06-08,20.7,33.1,2.4,88.2,9.7,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001449,REG017,2026-06-09,23.4,38.2,0.6,80.4,8.3,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001450,REG017,2026-06-10,20.2,34.9,4.9,78.0,9.7,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001451,REG017,2026-06-11,25.4,33.7,9.8,76.2,10.7,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001452,REG017,2026-06-12,22.0,32.6,19.1,84.9,7.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001453,REG017,2026-06-13,23.5,33.2,3.2,90.1,7.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001454,REG017,2026-06-14,22.1,32.9,5.0,83.9,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001455,REG017,2026-06-15,23.4,36.8,25.6,79.9,6.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001456,REG017,2026-06-16,22.2,33.2,28.6,87.2,8.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001457,REG017,2026-06-17,22.8,36.0,10.2,84.8,6.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001458,REG017,2026-06-18,19.4,32.8,11.6,80.9,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001459,REG017,2026-06-19,23.1,35.2,13.5,81.9,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001460,REG017,2026-06-20,24.4,36.2,7.9,85.4,13.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001461,REG017,2026-06-21,21.4,36.0,8.9,75.9,6.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001462,REG017,2026-06-22,20.9,30.7,2.3,82.2,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001463,REG017,2026-06-23,21.4,34.2,9.0,71.1,11.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001464,REG017,2026-06-24,22.9,36.2,16.1,82.0,14.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001465,REG017,2026-06-25,25.2,37.5,5.6,76.1,11.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001466,REG017,2026-06-26,22.8,36.4,6.1,65.4,10.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001467,REG017,2026-06-27,22.4,36.3,6.4,74.9,6.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001468,REG017,2026-06-28,20.5,33.1,7.6,73.9,11.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001469,REG017,2026-06-29,21.2,31.5,4.0,78.6,9.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001470,REG017,2026-06-30,22.5,33.5,1.9,80.9,14.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001471,REG017,2026-07-01,17.2,33.1,12.0,79.4,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001472,REG017,2026-07-02,21.3,32.5,8.3,83.5,12.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001473,REG017,2026-07-03,19.7,38.7,3.0,76.7,6.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001474,REG017,2026-07-04,21.6,34.8,10.0,71.4,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001475,REG017,2026-07-05,22.3,33.9,11.9,82.3,8.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001476,REG017,2026-07-06,22.2,35.0,9.5,87.3,9.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001477,REG017,2026-07-07,23.3,35.1,4.9,84.2,6.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001478,REG017,2026-07-08,19.7,34.0,1.6,91.3,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001479,REG017,2026-07-09,21.3,34.5,3.8,77.8,14.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001480,REG017,2026-07-10,22.2,30.8,13.2,78.3,15.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001481,REG017,2026-07-11,21.2,35.0,5.2,82.2,4.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001482,REG017,2026-07-12,22.3,34.3,11.1,90.3,4.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001483,REG017,2026-07-13,22.9,34.3,12.0,77.3,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001484,REG017,2026-07-14,23.6,34.8,3.2,82.6,7.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001485,REG017,2026-07-15,22.0,34.6,29.0,82.8,10.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001486,REG017,2026-07-16,19.5,31.8,4.2,72.7,5.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001487,REG017,2026-07-17,20.2,33.3,11.3,77.6,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001488,REG017,2026-07-18,23.9,33.8,5.9,85.0,14.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001489,REG017,2026-07-19,22.2,37.2,2.8,78.9,7.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001490,REG017,2026-07-20,25.5,34.3,12.5,86.0,18.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001491,REG017,2026-07-21,24.3,36.9,7.0,81.4,13.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001492,REG017,2026-07-22,19.7,31.7,9.2,80.4,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001493,REG017,2026-07-23,24.6,34.7,2.1,73.6,5.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001494,REG017,2026-07-24,22.0,31.7,9.9,77.2,7.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001495,REG017,2026-07-25,21.4,29.8,16.0,73.5,13.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001496,REG017,2026-07-26,24.4,36.8,24.4,77.1,10.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001497,REG017,2026-07-27,23.3,35.6,12.4,81.4,8.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001498,REG017,2026-07-28,21.7,32.1,5.9,77.6,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001499,REG017,2026-07-29,22.9,35.1,13.5,77.5,10.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001500,REG017,2026-07-30,20.7,34.4,6.2,77.0,11.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001501,REG017,2026-07-31,23.6,33.8,1.8,69.4,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001502,REG017,2026-08-01,20.5,37.0,8.3,83.5,11.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001503,REG017,2026-08-02,21.0,35.0,6.7,70.7,8.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001504,REG017,2026-08-03,19.4,33.2,5.5,84.1,14.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001505,REG017,2026-08-04,22.7,33.2,9.6,73.9,5.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001506,REG017,2026-08-05,24.0,34.5,16.6,80.1,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001507,REG017,2026-08-06,21.0,36.2,12.6,89.8,9.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001508,REG017,2026-08-07,23.6,32.6,11.5,84.0,14.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001509,REG017,2026-08-08,22.2,34.2,2.8,86.1,13.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001510,REG017,2026-08-09,21.8,32.7,9.2,88.5,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001511,REG017,2026-08-10,22.2,30.5,13.6,80.5,8.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001512,REG017,2026-08-11,19.0,33.2,1.1,82.4,7.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001513,REG017,2026-08-12,20.0,31.7,3.2,79.0,14.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001514,REG017,2026-08-13,22.0,36.4,1.8,74.8,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001515,REG017,2026-08-14,22.5,32.2,5.7,79.5,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001516,REG017,2026-08-15,23.1,30.1,3.6,84.4,5.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001517,REG017,2026-08-16,20.1,35.5,14.2,85.2,11.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001518,REG017,2026-08-17,21.4,34.0,4.8,70.3,8.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001519,REG017,2026-08-18,21.5,34.8,11.8,78.0,13.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001520,REG017,2026-08-19,23.7,35.5,17.8,87.0,8.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001521,REG017,2026-08-20,21.9,32.7,3.8,84.6,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001522,REG017,2026-08-21,21.5,35.5,3.6,76.2,14.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001523,REG017,2026-08-22,22.7,37.2,18.9,81.8,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001524,REG017,2026-08-23,23.9,37.1,7.7,74.3,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001525,REG017,2026-08-24,26.2,35.6,1.8,81.6,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001526,REG017,2026-08-25,21.7,32.1,18.1,81.0,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001527,REG017,2026-08-26,21.0,33.4,34.3,83.1,3.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001528,REG017,2026-08-27,22.7,34.4,3.5,77.8,13.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001529,REG017,2026-08-28,23.9,33.4,5.2,80.0,6.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001530,REG017,2026-08-29,22.7,35.5,6.7,72.0,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001531,REG018,2026-06-01,22.8,31.0,1.7,87.7,13.4,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001532,REG018,2026-06-02,20.2,31.7,8.2,69.3,15.8,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001533,REG018,2026-06-03,22.5,34.9,8.6,85.5,11.2,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001534,REG018,2026-06-04,21.4,32.6,15.1,80.9,10.4,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001535,REG018,2026-06-05,20.8,33.3,4.1,77.3,14.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001536,REG018,2026-06-06,20.7,32.7,4.8,73.6,12.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001537,REG018,2026-06-07,21.0,35.5,0.6,78.0,7.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001538,REG018,2026-06-08,22.6,32.5,6.1,76.5,9.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001539,REG018,2026-06-09,20.7,32.2,20.3,75.5,15.8,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001540,REG018,2026-06-10,21.1,32.2,13.7,82.5,9.5,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX001541,REG018,2026-06-11,19.9,34.8,2.0,78.9,11.7,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
